         Comprob          ord  fecha     t    debe              haber                  montos
  10426  490169105         58 26/05/2010 D 110104010102000                               556.50
  10427  490169205         58 26/05/2010 D 110104010105000                                94.50
  10428  490169305         58 26/05/2010 D 110104010103000                               889.00
  10429  490169405         58 26/05/2010 D 110104010102000                               277.00
  10430  490169505         58 26/05/2010 D 110104010105000                               120.00
  10431  490169605         58 26/05/2010 D 110104010101000                               108.00
  10432  490169705         58 26/05/2010 D 110104010102000                               619.00
  10433  490169805         58 26/05/2010 D 110104010102000                               229.00
  10434  490169905         58 26/05/2010 D 110104010105000                                18.00
  10435  490170005         58 26/05/2010 D 110104010106000                               282.50
  10436  490170105         58 26/05/2010 D 110104010101000                                98.00
  10437  490170205         58 26/05/2010 D 110104010102000                               807.00
  10438  490170305         58 26/05/2010 D 110104010105000                                71.50
  10439  490170405         58 26/05/2010 D 110104010102000                               211.00
  10440  490170505         58 26/05/2010 D 110104010105000                               222.00
  10441  490170605         58 26/05/2010 D 110104010103000                               513.00
  10442  490170705         58 26/05/2010 D 110104010103000                               140.00
  10443  490170805         58 26/05/2010 D 110104010101000                                80.00
  10531  490179605         58 26/05/2010 D 110103010201000                              6569.00
    435  250199105         57 27/05/2010 H                  120103030100000               61.00
    436  250199205         57 27/05/2010 H                  120103030100000              187.00
    437  250199205         57 27/05/2010 H                  210399010100000              183.00
    438  250199305         57 27/05/2010 H                  120103030200000              140.00
    439  250199305         57 27/05/2010 H                  210399010200000              158.00
    440  250199405         57 27/05/2010 H                  120103030200000               10.00
    441  250199505         57 27/05/2010 H                  120198010000000              303.50
    442  250199605         57 27/05/2010 H                  210303000000000              160.00
    443  250199705         57 27/05/2010 H                  120104020400000              320.00
    444  250199805         57 27/05/2010 H                  120103020700000             6000.00
    445  250199805         57 27/05/2010 H                  120103021200000              150.00
    446  250199905         57 27/05/2010 H                  120103021200000               50.00
    447  250200005         57 27/05/2010 H                  120103030100000              370.00
    448  250200005         57 27/05/2010 H                  210399010100000              424.00
    449  250200105         57 27/05/2010 H                  120103030100000              206.00
    450  250200205         57 27/05/2010 H                  120103021400000              220.00
    452  250200205         57 27/05/2010 H                  120103021500000              165.00
    451  250200205         57 27/05/2010 H                  250199000000000              460.00
    453  250200305         57 27/05/2010 H                  120103030200000               90.00
    454  250200305         57 27/05/2010 H                  210399010200000               78.00
    455  250200405         57 27/05/2010 H                  120103030200000              170.00
    456  250200505         57 27/05/2010 H                  120103020400000              195.00
   5164  260121205         57 27/05/2010 H                  110103010601000             1223.90
   5163  260121205         58 27/05/2010 D 210399140000000                              1223.90
   5166  260121305         57 27/05/2010 H                  110103010601000             2827.99
   5165  260121305         58 27/05/2010 D 210399160000000                              2827.99
   5168  260121405         57 27/05/2010 H                  110103010601000             3658.89
   5167  260121405         58 27/05/2010 D 210399150000000                              3658.89
   5170  260121505         57 27/05/2010 H                  110103010601000              749.61
   5169  260121505         58 27/05/2010 D 210399170000000                               749.61
   5172  260121605         57 27/05/2010 H                  110104010101000              150.00
   5171  260121605         58 27/05/2010 D 210301010100000                               150.00
   5174  260121705         57 27/05/2010 H                  110104010101000              210.00
   5173  260121705         58 27/05/2010 D 210301010100000                               210.00
   5176  260121805         57 27/05/2010 H                  110104010104000              270.00
   5175  260121805         58 27/05/2010 D 210399090000000                               270.00
   5178  260121905         57 27/05/2010 H                  110104010102000             2688.00
   5177  260121905         58 27/05/2010 D 210301010100000                              2688.00
   5180  260122005         57 27/05/2010 H                  110104010104000              515.00
   5179  260122005         58 27/05/2010 D 210302000000000                               515.00
   5182  260122105         57 27/05/2010 H                  110104010104000              671.03
   5181  260122105         58 27/05/2010 D 210301010100000                               671.03
   5184  260122205         57 27/05/2010 H                  110104010103000              300.30
   5183  260122205         58 27/05/2010 D 210301010100000                               300.30
   5186  260122305         57 27/05/2010 H                  110104010104000              621.33
   5185  260122305         58 27/05/2010 D 210301010100000                               621.33
   5188  260122405         57 27/05/2010 H                  110104010103000               55.73
   5187  260122405         58 27/05/2010 D 210301010100000                                55.73
   5190  260122505         57 27/05/2010 H                  110104010101000              600.00
   5189  260122505         58 27/05/2010 D 210301010100000                               600.00
   5192  260122605         57 27/05/2010 H                  110104010104000             1959.19
   5191  260122605         58 27/05/2010 D 210302000000000                              1959.19
   5196  260122705         57 27/05/2010 H                  110104010104000              193.76
   5195  260122705         58 27/05/2010 D 210399180000000                               193.76
   5198  260122805         57 27/05/2010 H                  110104010106000              535.00
   5197  260122805         58 27/05/2010 D 210301010100000                               535.00
   5202  260122905         57 27/05/2010 H                  110104010106000              200.00
   5201  260122905         58 27/05/2010 D 210303000000000                               200.00
   5204  260123005         57 27/05/2010 H                  110104010103000              603.00
   5203  260123005         58 27/05/2010 D 210301010100000                               603.00
   5206  260123105         57 27/05/2010 H                  110104010103000              368.40
   5205  260123105         58 27/05/2010 D 210301010100000                               368.40
   5208  260123205         57 27/05/2010 H                  110104010103000               90.00
   5207  260123205         58 27/05/2010 D 210301010100000                                90.00
   5210  260123305         57 27/05/2010 H                  110104010103000              120.00
   5209  260123305         58 27/05/2010 D 210301010100000                               120.00
   5211  260123405         57 27/05/2010 H                  110104010104000            15000.00
   5212  260123505         57 27/05/2010 H                  110104010101000              855.70
  10444  490170905         58 27/05/2010 D 110103010601000                               855.70
  10445  490171005         58 27/05/2010 D 110104010105000                                61.00
  10446  490171105         58 27/05/2010 D 110104010102000                               370.00
  10447  490171205         58 27/05/2010 D 110104010102000                               298.00
  10448  490171305         58 27/05/2010 D 110104010105000                                10.00
  10449  490171405         58 27/05/2010 D 110104010106000                               303.50
  10452  490171705         58 27/05/2010 D 110104010101000                                50.00
    457  250200605         57 28/05/2010 H                  120103030200000               88.50
    458  250200605         57 28/05/2010 H                  210399010200000              107.50
    459  250200705         57 28/05/2010 H                  120103030200000               23.00
    461  250200805         57 28/05/2010 H                  120103030100000              166.00
    460  250200805         57 28/05/2010 H                  210399010100000              164.00
    462  250200905         57 28/05/2010 H                  120103030100000               74.00
    463  250201005         57 28/05/2010 H                  120198010000000              242.50
    464  250201105         57 28/05/2010 H                  450501049900000               20.50
    465  250201205         57 28/05/2010 H                  120103030100000              286.50
    466  250201205         57 28/05/2010 H                  210399010100000              316.50
    467  250201305         57 28/05/2010 H                  450501049900000               50.00
    468  250201405         57 28/05/2010 H                  120103020500000             1313.00
    469  250201505         57 28/05/2010 H                  120103020500000              101.00
    470  250201605         57 28/05/2010 H                  120103030100000             1200.50
    471  250201705         57 28/05/2010 H                  120103030100000              280.25
    472  250201805         57 28/05/2010 H                  120103030100000              400.00
    473  250201805         57 28/05/2010 H                  210399010100000              418.00
    474  250201905         57 28/05/2010 H                  120103030100000              197.50
    475  250202005         57 28/05/2010 H                  120103021400000              292.50
    477  250202005         57 28/05/2010 H                  120103021500000              104.00
    476  250202005         57 28/05/2010 H                  250199000000000              382.50
    478  250202105         57 28/05/2010 H                  120103030200000              167.50
    479  250202105         57 28/05/2010 H                  210399010200000              201.50
    480  250202205         57 28/05/2010 H                  120103030200000               32.00
    481  250202305         57 28/05/2010 H                  120103020400000               70.00
    482  250202405         57 28/05/2010 H                  120103020500000              209.00
   5214  260123605         57 28/05/2010 H                  110104010101000              600.00
   5213  260123605         58 28/05/2010 D 210301010100000                               600.00
   5216  260123705         57 28/05/2010 H                  110104010101000              800.00
   5215  260123705         58 28/05/2010 D 210301010100000                               800.00
   5218  260123805         57 28/05/2010 H                  110104010101000              600.00
   5217  260123805         58 28/05/2010 D 210301010100000                               600.00
   5220  260123905         57 28/05/2010 H                  110104010101000              600.00
   5219  260123905         58 28/05/2010 D 210301010100000                               600.00
   5222  260124005         57 28/05/2010 H                  110104010101000              800.00
   5221  260124005         58 28/05/2010 D 210301010100000                               800.00
   5224  260124105         57 28/05/2010 H                  110104010101000              600.00
   5223  260124105         58 28/05/2010 D 210301010100000                               600.00
   5226  260124205         57 28/05/2010 H                  110104010101000              600.00
   5225  260124205         58 28/05/2010 D 210301010100000                               600.00
   5228  260124305         57 28/05/2010 H                  110104010101000              600.00
   5227  260124305         58 28/05/2010 D 210301010100000                               600.00
   5230  260124405         57 28/05/2010 H                  110104010101000              620.00
   5229  260124405         58 28/05/2010 D 210301010100000                               620.00
   5232  260124505         57 28/05/2010 H                  110104010101000              600.00
   5231  260124505         58 28/05/2010 D 210301010100000                               600.00
   5234  260124605         57 28/05/2010 H                  110104010101000              692.50
   5233  260124605         58 28/05/2010 D 210301010100000                               692.50
   5238  260124705         57 28/05/2010 H                  110104010101000              562.50
   5237  260124705         58 28/05/2010 D 210301010100000                               562.50
   5242  260124805         57 28/05/2010 H                  110104010101000              576.00
   5241  260124805         58 28/05/2010 D 210301010100000                               576.00
   5246  260124905         57 28/05/2010 H                  110104010104000              550.00
   5245  260124905         58 28/05/2010 D 210301010100000                               550.00
   5248  260125005         57 28/05/2010 H                  110104010104000              747.00
   5247  260125005         58 28/05/2010 D 210301010100000                               747.00
   5252  260125105         57 28/05/2010 H                  110104010104000              763.00
   5251  260125105         58 28/05/2010 D 210301010100000                               763.00
   5257  260125205         57 28/05/2010 H                  110104010104000              767.00
   5256  260125205         58 28/05/2010 D 210301010100000                               767.00
   5263  260125305         57 28/05/2010 H                  110103010601000              200.00
   5262  260125305         58 28/05/2010 D 210399080000000                               200.00
   5265  260125405         57 28/05/2010 H                  110104010104000             1382.50
   5264  260125405         58 28/05/2010 D 210301010100000                              1382.50
   5269  260125505         57 28/05/2010 H                  110104010104000             1700.00
   5268  260125505         58 28/05/2010 D 210301010100000                              1700.00
   5271  260125605         57 28/05/2010 H                  110104010104000             1000.00
   5270  260125605         58 28/05/2010 D 210301010100000                              1000.00
   5273  260125705         57 28/05/2010 H                  110104010104000             2000.00
   5272  260125705         58 28/05/2010 D 210301010100000                              2000.00
   5275  260125805         57 28/05/2010 H                  110104010104000             1500.00
   5274  260125805         58 28/05/2010 D 210301010100000                              1500.00
   5277  260125905         57 28/05/2010 H                  110104010104000             1000.00
   5276  260125905         58 28/05/2010 D 210301010100000                              1000.00
   5279  260126005         57 28/05/2010 H                  110104010104000              600.55
   5278  260126005         58 28/05/2010 D 210301010100000                               600.55
   5284  260126105         57 28/05/2010 H                  110104010102000              800.00
   5283  260126105         58 28/05/2010 D 210301010100000                               800.00
   5286  260126205         57 28/05/2010 H                  110104010102000              550.00
   5285  260126205         58 28/05/2010 D 210301010100000                               550.00
   5288  260126305         57 28/05/2010 H                  110104010102000              600.00
   5287  260126305         58 28/05/2010 D 210301010100000                               600.00
   5290  260126405         57 28/05/2010 H                  110104010102000              650.00
   5289  260126405         58 28/05/2010 D 210301010100000                               650.00
   5292  260126505         57 28/05/2010 H                  110104010102000              600.00
   5291  260126505         58 28/05/2010 D 210301010100000                               600.00
   5294  260126605         57 28/05/2010 H                  110104010102000              600.00
   5293  260126605         58 28/05/2010 D 210301010100000                               600.00
   5296  260126705         57 28/05/2010 H                  110104010102000              550.00
   5295  260126705         58 28/05/2010 D 210301010100000                               550.00
   5298  260126805         57 28/05/2010 H                  110104010102000              535.00
   5297  260126805         58 28/05/2010 D 210301010100000                               535.00
   5302  260126905         57 28/05/2010 H                  110104010102000              543.50
   5301  260126905         58 28/05/2010 D 210301010100000                               543.50
   5306  260127005         57 28/05/2010 H                  110104010102000              546.00
   5305  260127005         58 28/05/2010 D 210301010100000                               546.00
   5310  260127105         57 28/05/2010 H                  110104010102000              505.50
   5309  260127105         58 28/05/2010 D 210301010100000                               505.50
   5316  260127205         57 28/05/2010 H                  110104010104000             1480.75
   5315  260127205         58 28/05/2010 D 210399090000000                              1480.75
   5318  260127305         57 28/05/2010 H                  110104010105000              550.00
   5317  260127305         58 28/05/2010 D 210301010100000                               550.00
   5320  260127405         57 28/05/2010 H                  110104010105000              600.00
   5319  260127405         58 28/05/2010 D 210301010100000                               600.00
   5322  260127505         57 28/05/2010 H                  110104010105000              550.00
   5321  260127505         58 28/05/2010 D 210301010100000                               550.00
   5324  260127605         57 28/05/2010 H                  110104010105000              535.00
   5323  260127605         58 28/05/2010 D 210301010100000                               535.00
   5328  260127705         57 28/05/2010 H                  110104010105000              540.00
   5327  260127705         58 28/05/2010 D 210301010100000                               540.00
   5332  260127805         57 28/05/2010 H                  110104010106000              600.00
   5331  260127805         58 28/05/2010 D 210301010100000                               600.00
   5334  260127905         57 28/05/2010 H                  110104010106000              600.00
   5333  260127905         58 28/05/2010 D 210301010100000                               600.00
   5336  260128005         57 28/05/2010 H                  110104010106000              597.00
   5335  260128005         58 28/05/2010 D 210301010100000                               597.00
   5340  260128105         57 28/05/2010 H                  110104010106000              762.50
   5339  260128105         58 28/05/2010 D 210301010100000                               762.50
   5344  260128205         57 28/05/2010 H                  110104010103000              900.00
   5343  260128205         58 28/05/2010 D 210301010100000                               900.00
   5346  260128305         57 28/05/2010 H                  110104010104000             1009.45
   5345  260128305         58 28/05/2010 D 130901000000000                              1009.45
   5348  260128405         57 28/05/2010 H                  110104010104000              306.00
   5347  260128405         58 28/05/2010 D 210399090000000                               306.00
   5350  260128505         57 28/05/2010 H                  110104010104000             6233.60
   5349  260128505         58 28/05/2010 D 210399990000000                              6233.60
  10450  490171505         58 28/05/2010 D 110104010103000                             15000.00
  10451  490171605         58 28/05/2010 D 110104010106000                               480.00
  10453  490171805         58 28/05/2010 D 110104010102000                               794.00
  10454  490171905         58 28/05/2010 D 110104010105000                               206.00
  10455  490172005         58 28/05/2010 D 110104010103000                               845.00
  10456  490172105         58 28/05/2010 D 110104010102000                               168.00
  10457  490172205         58 28/05/2010 D 110104010105000                               170.00
  10458  490172305         58 28/05/2010 D 110104010101000                               195.00
  10459  490172405         58 28/05/2010 D 110104010102000                               196.00
  10460  490172505         58 28/05/2010 D 110104010105000                                23.00
  10461  490172605         58 28/05/2010 D 110104010102000                               330.00
  10462  490172705         58 28/05/2010 D 110104010105000                                74.00
  10463  490172805         58 28/05/2010 D 110104010106000                               242.50
  10464  490172905         58 28/05/2010 D 110104010101000                                20.50
  10465  490173005         58 28/05/2010 D 110104010102000                               603.00
  10466  490173105         58 28/05/2010 D 110104010101000                              1464.00
  10467  490173205         58 28/05/2010 D 110104010102000                              1200.50
  10468  490173305         58 28/05/2010 D 110104010105000                               280.25
  10469  490173405         58 28/05/2010 D 110104010102000                               818.00
  10470  490173505         58 28/05/2010 D 110104010105000                               197.50
  10471  490173605         58 28/05/2010 D 110104010103000                               779.00
  10472  490173705         58 28/05/2010 D 110104010102000                               369.00
  10473  490173805         58 28/05/2010 D 110104010105000                                32.00
  10474  490173905         58 28/05/2010 D 110104010101000                               279.00
  10503  490176805         58 28/05/2010 D 110104020200000                               312.73
  10781  490205705         58 28/05/2010 D 110104010101000                              5984.46
    483  250202505         57 29/05/2010 H                  120103030200000              116.00
    484  250202505         57 29/05/2010 H                  210399010200000              133.00
    485  250202605         57 29/05/2010 H                  120103030100000              312.50
    486  250202605         57 29/05/2010 H                  210399010100000              308.50
    487  250202705         57 29/05/2010 H                  120103030100000               41.00
    488  250202805         57 29/05/2010 H                  120198010000000              241.00
    489  250202905         57 29/05/2010 H                  120103020500000             1212.00
    490  250203005         57 29/05/2010 H                  120103020500000             1212.00
    491  250203105         57 29/05/2010 H                  120103021200000               20.00
    492  250203205         57 29/05/2010 H                  120103020500000             1010.00
    493  250203305         57 30/05/2010 H                  120103021200000               20.00
    494  250203405         57 30/05/2010 H                  120103020500000             1414.00
    495  250203505         57 30/05/2010 H                  120103021200000               15.00
    496  250203605         57 31/05/2010 H                  120103020500000             1010.00
    497  250203605         57 31/05/2010 H                  120103021200000               12.50
    498  250203705         57 31/05/2010 H                  120103030100000              190.50
    499  250203705         57 31/05/2010 H                  210399010100000              207.50
    500  250203805         57 31/05/2010 H                  120103030100000              158.50
    501  250203905         57 31/05/2010 H                  120103021400000               46.00
    503  250203905         57 31/05/2010 H                  120103021500000              112.00
    502  250203905         57 31/05/2010 H                  250199000000000              246.00
    505  250204005         57 31/05/2010 H                  120103030200000               63.00
    504  250204005         57 31/05/2010 H                  210399010200000               74.00
    506  250204105         57 31/05/2010 H                  120103030200000              121.00
    507  250204205         57 31/05/2010 H                  120198010000000              160.50
    508  250204305         57 31/05/2010 H                  120103020400000              136.00
    509  250204405         57 31/05/2010 H                  120103020500000             1414.00
    510  250204505         57 31/05/2010 H                  120103021200000               20.00
    511  250204605         57 31/05/2010 H                  120505020000000                0.00
    512  250204705         57 31/05/2010 H                  120103030200000                0.00
    513  250204705         57 31/05/2010 H                  210399010200000                0.00
    514  250204805         57 31/05/2010 H                  120103030200000              262.00
    515  250204905         57 31/05/2010 H                  120103030100000              437.50
    516  250204905         57 31/05/2010 H                  210399010100000              427.00
    517  250205005         57 31/05/2010 H                  120103030100000              235.00
    518  250205105         57 31/05/2010 H                  120103021400000              239.00
    520  250205105         57 31/05/2010 H                  120103021500000              168.00
    521  250205105         57 31/05/2010 H                  120103021600000              318.00
    519  250205105         57 31/05/2010 H                  250199000000000              400.00
    522  250205205         57 31/05/2010 H                  120103020400000               50.00
    523  250205305         57 31/05/2010 H                  120103020400000              104.00
   5352  260128605         57 31/05/2010 H                  110103010601000              326.74
   5351  260128605         58 31/05/2010 D 210399080000000                               326.74
  10475  490174005         58 31/05/2010 D 110104010102000                               249.00
  10476  490174105         58 31/05/2010 D 110104010102000                               621.00
  10477  490174205         58 31/05/2010 D 110104010105000                                41.00
  10478  490174305         58 31/05/2010 D 110104010106000                               241.00
  10479  490174405         58 31/05/2010 D 110104010101000                              4903.00
  10480  490174505         58 31/05/2010 D 110104010101000                               510.00
  10481  490174605         58 31/05/2010 D 110104010102000                               398.00
  10482  490174705         58 31/05/2010 D 110104010105000                               158.50
  10483  490174805         58 31/05/2010 D 110104010103000                               404.00
  10484  490174905         58 31/05/2010 D 110104010102000                               137.00
  10485  490175005         58 31/05/2010 D 110104010105000                               121.00
  10486  490175105         58 31/05/2010 D 110104010106000                               160.50
  10487  490175205         58 31/05/2010 D 110104010101000                               136.00
  11417  490271505         58 31/05/2010 D 110104020200000                                 0.20
  12957  500213205         57 31/05/2010 H                  110104010105000              109.50
  12956  500213205         58 31/05/2010 D 210301010100000                               109.50
  12959  500213305         57 31/05/2010 H                  110104010101000              277.96
  12958  500213305         58 31/05/2010 D 210301010100000                               277.96
  12961  500213405         57 31/05/2010 H                  110104010104000              217.50
  12960  500213405         58 31/05/2010 D 210301010100000                               217.50
  12963  500213505         57 31/05/2010 H                  110104010102000              318.25
  12962  500213505         58 31/05/2010 D 210301010100000                               318.25
  12965  500213605         57 31/05/2010 H                  110104010106000               64.00
  12964  500213605         58 31/05/2010 D 210301010100000                                64.00
  12967  500213705         57 31/05/2010 H                  110104020200000               14.23
  12966  500213705         58 31/05/2010 D 210301010100000                                14.23
  12969  500213805         57 31/05/2010 H                  110103010601000                7.00
  12968  500213805         58 31/05/2010 D 210301010100000                                 7.00
  12971  500213905         57 31/05/2010 H                  110104010103000              143.75
  12970  500213905         58 31/05/2010 D 210301010100000                               143.75
  12972  500214005         58 31/05/2010 D 210301010100000                               225.21
  13012  500297105         57 31/05/2010 H                  110104010107000               27.50
  13011  500297105         58 31/05/2010 D 210301010100000                                27.50
