         Comprob          ord  fecha     t    debe              haber                  montos
    265  250186805         57 17/05/2010 H                  120103020500000             1010.00
    266  250186805         57 17/05/2010 H                  120103021200000               25.00
    267  250186905         57 17/05/2010 H                  120103020500000             2727.00
    268  250187005         57 17/05/2010 H                  120103020500000              100.00
    269  250187105         57 17/05/2010 H                  120103020200000                5.00
    270  250187205         57 17/05/2010 H                  120104020800000               10.00
    271  250187305         57 17/05/2010 H                  120103030100000              451.50
    272  250187305         57 17/05/2010 H                  210399010100000              387.50
    273  250187405         57 17/05/2010 H                  120103030100000              334.00
    274  250187505         57 17/05/2010 H                  120103030200000              213.30
    275  250187505         57 17/05/2010 H                  210399010200000              239.70
    276  250187605         57 17/05/2010 H                  120103030200000              173.00
    277  250187705         57 17/05/2010 H                  120103021400000              320.50
    278  250187705         57 17/05/2010 H                  120103021500000              116.00
    279  250187705         57 17/05/2010 H                  250199000000000              489.50
    280  250187805         57 17/05/2010 H                  120103021200000               80.00
    281  250187905         57 17/05/2010 H                  120103020400000               32.00
    282  250188005         57 17/05/2010 H                  120103021200000               60.00
   4921  260111305         57 17/05/2010 H                  110104010103000             1448.70
   4920  260111305         58 17/05/2010 D 210301010100000                              1448.70
   4923  260111405         57 17/05/2010 H                  110104010103000             2727.00
   4922  260111405         58 17/05/2010 D 210301010100000                              2727.00
   4925  260111505         57 17/05/2010 H                  110104010102000              265.00
   4924  260111505         58 17/05/2010 D 210399010200000                               265.00
   4927  260111605         57 17/05/2010 H                  110104010104000              240.00
   4926  260111605         58 17/05/2010 D 210301010100000                               240.00
   4929  260111705         57 17/05/2010 H                  110104010104000              240.00
   4928  260111705         58 17/05/2010 D 210301010100000                               240.00
  10095  430001305         58 17/05/2010 D 110104010102000                               265.00
  10096  430001305         57 17/05/2010 H                  210399010200000              265.00
  10334  490160005         58 17/05/2010 D 110104010101000                               209.00
  10335  490160105         58 17/05/2010 D 110104010102000                               135.00
  10336  490160205         58 17/05/2010 D 110104010105000                                55.00
  10337  490160305         58 17/05/2010 D 110104010102000                               644.50
  10338  490160405         58 17/05/2010 D 110104010106000                               254.50
  10339  490160505         58 17/05/2010 D 110104010101000                               137.00
  10340  490160605         58 17/05/2010 D 110104010102000                               870.50
  10341  490160705         58 17/05/2010 D 110104010105000                               197.00
  10342  490160805         58 17/05/2010 D 110104010102000                               227.50
  10343  490160905         58 17/05/2010 D 110104010105000                                75.00
  10344  490161005         58 17/05/2010 D 110104010103000                               794.00
  10345  490161105         58 17/05/2010 D 110104010103000                               125.00
  10346  490161205         58 17/05/2010 D 110104010106000                               197.50
  10347  490161305         58 17/05/2010 D 110104010101000                              1030.00
  10348  490161405         58 17/05/2010 D 110104010101000                              2727.00
  10374  490164005         58 17/05/2010 D 110104020200000                               312.40
  10779  490205505         58 17/05/2010 D 110104010101000                              1002.19
    283  250188105         57 18/05/2010 H                  120103030200000              178.00
    284  250188105         57 18/05/2010 H                  210399010200000              200.00
    285  250188205         57 18/05/2010 H                  120103030200000               21.00
    286  250188305         57 18/05/2010 H                  120103030100000              329.00
    287  250188305         57 18/05/2010 H                  210399010100000              302.00
    288  250188405         57 18/05/2010 H                  120103030100000              100.00
    289  250188505         57 18/05/2010 H                  120198010000000              435.00
    290  250188605         57 18/05/2010 H                  120103020700000             1000.00
    291  250188705         57 18/05/2010 H                  120103020200000                5.00
    292  250188805         57 18/05/2010 H                  120103021200000               20.00
    293  250188905         57 18/05/2010 H                  120104020800000               30.00
    294  250189005         57 18/05/2010 H                  120103020500000              109.00
    295  250189105         57 18/05/2010 H                  120103030100000              324.00
    296  250189105         57 18/05/2010 H                  210399010100000              386.00
    297  250189205         57 18/05/2010 H                  120103030100000              224.00
    298  250189305         57 18/05/2010 H                  120103030200000              142.50
    299  250189305         57 18/05/2010 H                  210399010200000              158.50
    300  250189405         57 18/05/2010 H                  120103030200000              140.00
    301  250189505         57 18/05/2010 H                  120103021400000              101.00
    303  250189505         57 18/05/2010 H                  120103021500000               66.00
    302  250189505         57 18/05/2010 H                  250199000000000              101.00
    304  250189605         57 18/05/2010 H                  120103020400000               48.00
   4931  260111805         57 18/05/2010 H                  110104010104000             1368.74
   4930  260111805         58 18/05/2010 D 130901000000000                              1368.74
   4933  260111905         57 18/05/2010 H                  110104010104000              200.00
   4932  260111905         58 18/05/2010 D 210399090000000                               200.00
   4935  260112005         57 18/05/2010 H                  110104010104000              520.00
   4934  260112005         58 18/05/2010 D 210299000000000                               520.00
   4937  260112105         57 18/05/2010 H                  110104010104000              400.00
   4936  260112105         58 18/05/2010 D 210299000000000                               400.00
   4939  260112205         57 18/05/2010 H                  110104010104000              400.00
   4938  260112205         58 18/05/2010 D 210299000000000                               400.00
   4941  260112305         57 18/05/2010 H                  110104010102000              400.00
   4940  260112305         58 18/05/2010 D 210299000000000                               400.00
   4943  260112405         57 18/05/2010 H                  110104010104000             8468.10
   4942  260112405         58 18/05/2010 D 210302000000000                              8468.10
   4945  260112505         57 18/05/2010 H                  110104010106000              500.60
   4944  260112505         58 18/05/2010 D 210301010100000                               500.60
   4947  260112605         57 18/05/2010 H                  110104010106000              281.90
   4946  260112605         58 18/05/2010 D 210301010100000                               281.90
   4949  260112705         57 18/05/2010 H                  110104010103000             1989.60
   4948  260112705         58 18/05/2010 D 210301010100000                              1989.60
   4951  260112805         57 18/05/2010 H                  110104010103000              357.30
   4950  260112805         58 18/05/2010 D 210301010100000                               357.30
   4953  260112905         57 18/05/2010 H                  110104010104000              500.00
   4952  260112905         58 18/05/2010 D 210399090000000                               500.00
   4955  260113005         57 18/05/2010 H                  110104010104000              565.30
   4954  260113005         58 18/05/2010 D 210301010100000                               565.30
   4957  260113105         57 18/05/2010 H                  110104010102000             1100.00
   4956  260113105         58 18/05/2010 D 210301010100000                              1100.00
   4959  260113205         57 18/05/2010 H                  110104010104000              122.10
   4958  260113205         58 18/05/2010 D 210301010100000                               122.10
   4961  260113305         57 18/05/2010 H                  110104010104000              550.00
   4960  260113305         58 18/05/2010 D 210301010100000                               550.00
   4963  260113405         57 18/05/2010 H                  110104010104000              150.00
   4962  260113405         58 18/05/2010 D 210301010100000                               150.00
   4965  260113505         57 18/05/2010 H                  110104010104000              140.00
   4964  260113505         58 18/05/2010 D 210301010100000                               140.00
   4967  260113605         57 18/05/2010 H                  110104010104000              350.00
   4966  260113605         58 18/05/2010 D 120505020000000                               350.00
   4969  260113705         57 18/05/2010 H                  110104010104000              250.00
   4968  260113705         58 18/05/2010 D 210399090000000                               250.00
   4971  260113805         57 18/05/2010 H                  110104010104000              250.00
   4970  260113805         58 18/05/2010 D 210399090000000                               250.00
   4973  260113905         57 18/05/2010 H                  110104010104000              650.00
   4972  260113905         58 18/05/2010 D 210301010100000                               650.00
   4975  260114005         57 18/05/2010 H                  110104010103000              830.00
   4974  260114005         58 18/05/2010 D 210301010100000                               830.00
   4977  260114105         57 18/05/2010 H                  110104010106000              333.00
   4976  260114105         58 18/05/2010 D 210301010100000                               333.00
  10349  490161505         58 18/05/2010 D 110104010101000                               115.00
  10350  490161605         58 18/05/2010 D 110104010102000                               839.00
  10351  490161705         58 18/05/2010 D 110104010105000                               334.00
  10352  490161805         58 18/05/2010 D 110104010102000                               453.00
  10353  490161905         58 18/05/2010 D 110104010105000                               173.00
  10354  490162005         58 18/05/2010 D 110104010103000                               926.00
  10355  490162105         58 18/05/2010 D 110104010101000                               172.00
  10356  490162205         58 18/05/2010 D 110104010102000                               378.00
  10357  490162305         58 18/05/2010 D 110104010105000                                21.00
  10358  490162405         58 18/05/2010 D 110104010102000                               631.00
  10359  490162505         58 18/05/2010 D 110104010105000                               100.00
  10360  490162605         58 18/05/2010 D 110104010106000                               435.00
  10361  490162705         58 18/05/2010 D 110104010101000                              1000.00
  10780  490205605         58 18/05/2010 D 110104010101000                              1008.14
    305  250189705         57 19/05/2010 H                  120103020500000              101.00
    306  250189805         57 19/05/2010 H                  120103030200000               32.00
    307  250189805         57 19/05/2010 H                  210399010200000               40.00
    308  250189905         57 19/05/2010 H                  120103030200000               15.00
    309  250190005         57 19/05/2010 H                  120103030100000              217.00
    310  250190005         57 19/05/2010 H                  210399010100000              204.00
    311  250190105         57 19/05/2010 H                  120198010000000              316.00
    312  250190205         57 19/05/2010 H                  210303000000000              200.00
    313  250190305         57 19/05/2010 H                  120104020400000              400.00
    314  250190405         57 19/05/2010 H                  120104020100000              312.40
    315  250190505         57 19/05/2010 H                  120104020800000               30.00
    316  250190605         31 19/05/2010 H                  440101030100000              720.00
    317  250190705         57 19/05/2010 H                  120103020500000             1010.00
    318  250190805         57 19/05/2010 H                  120103020500000             1313.00
    319  250190905         57 19/05/2010 H                  120103021200000               37.57
    320  250191005         57 19/05/2010 H                  120104020100000              681.60
    321  250191105         57 19/05/2010 H                  120103030100000              365.00
    322  250191105         57 19/05/2010 H                  210399010100000              286.00
    323  250191205         57 19/05/2010 H                  120103030100000              349.00
    324  250191305         57 19/05/2010 H                  120103030200000              220.50
    325  250191305         57 19/05/2010 H                  210399010200000              238.50
    326  250191405         57 19/05/2010 H                  120103030200000              218.00
    327  250191505         57 19/05/2010 H                  120103021400000              190.00
    329  250191505         57 19/05/2010 H                  120103021500000              108.00
    328  250191505         57 19/05/2010 H                  250199000000000              570.00
    330  250191605         57 19/05/2010 H                  120103020400000               20.00
   4979  260114205         57 19/05/2010 H                  110104010104000              200.00
   4978  260114205         58 19/05/2010 D 210399090000000                               200.00
   4981  260114305         57 19/05/2010 H                  110104010103000             1759.20
   4980  260114305         58 19/05/2010 D 210301010100000                              1759.20
   4983  260114405         57 19/05/2010 H                  110104010103000              965.30
   4982  260114405         58 19/05/2010 D 210301010100000                               965.30
   4985  260114505         57 19/05/2010 H                  110104010101000              195.00
   4984  260114505         58 19/05/2010 D 210301010100000                               195.00
   4987  260114605         57 19/05/2010 H                  110104010101000              240.00
   4986  260114605         58 19/05/2010 D 210301010100000                               240.00
   4989  260114705         57 19/05/2010 H                  110104010102000             7633.60
   4988  260114705         58 19/05/2010 D 210399010100000                              7633.60
   4993  260114805         57 19/05/2010 H                  110104010102000              346.40
   4992  260114805         58 19/05/2010 D 210399080000000                               346.40
   4995  260114905         57 19/05/2010 H                  110104010107000            10076.60
   4994  260114905         58 19/05/2010 D 210302000000000                             10076.60
   5001  260115005         57 19/05/2010 H                  110104010101000               19.00
   5000  260115005         58 19/05/2010 D 130901000000000                                19.00
  10362  490162805         58 19/05/2010 D 110104010101000                               164.00
  10363  490162905         58 19/05/2010 D 110104010102000                               710.00
  10364  490163005         58 19/05/2010 D 110104010105000                               224.00
  10365  490163105         58 19/05/2010 D 110104010102000                               301.00
  10367  490163305         58 19/05/2010 D 110104010103000                               268.00
  10368  490163405         58 19/05/2010 D 110104010101000                               149.00
  10369  490163505         58 19/05/2010 D 110104010102000                                72.00
  10370  490163605         58 19/05/2010 D 110104010105000                                15.00
  10371  490163705         58 19/05/2010 D 110104010102000                               421.00
  10372  490163805         58 19/05/2010 D 110104010106000                               316.00
  10373  490163905         58 19/05/2010 D 110104010106000                               600.00
  10375  490164105         58 19/05/2010 D 110104010101000                              2390.57
  10376  490164205         58 19/05/2010 D 110104020200000                               681.60
    331  250191705         57 20/05/2010 H                  120103030100000              189.50
    332  250191705         57 20/05/2010 H                  210399010100000              171.50
    333  250191805         57 20/05/2010 H                  120103030100000               23.00
    334  250191905         57 20/05/2010 H                  120103030200000               78.00
    335  250191905         57 20/05/2010 H                  210399010200000               90.00
    336  250192005         57 20/05/2010 H                  120103030200000               50.00
    337  250192105         57 20/05/2010 H                  120198010000000              471.00
    338  250192205         57 20/05/2010 H                  120103020500000             1010.00
    339  250192305         57 20/05/2010 H                  120103020500000              101.00
    340  250192405         57 20/05/2010 H                  120103030200000              225.50
    341  250192405         57 20/05/2010 H                  210399010200000              333.50
    342  250192505         57 20/05/2010 H                  120103030200000              181.00
    343  250192605         57 20/05/2010 H                  120103030100000              409.50
    344  250192605         57 20/05/2010 H                  210399010100000              377.50
    345  250192705         57 20/05/2010 H                  120103030100000              165.00
    349  250192805         57 20/05/2010 H                  120103021300000               20.00
    346  250192805         57 20/05/2010 H                  120103021400000              155.50
    348  250192805         57 20/05/2010 H                  120103021500000              148.00
    347  250192805         57 20/05/2010 H                  250199000000000              245.50
    350  250192905         57 20/05/2010 H                  120103020400000               20.00
    351  250193005         57 20/05/2010 H                  120103020400000               16.00
   5003  260115105         57 20/05/2010 H                  110104010104000              220.00
   5002  260115105         58 20/05/2010 D 120505020000000                               220.00
   5004  260115205         57 20/05/2010 H                  110104010103000           145000.00
   5006  260115305         57 20/05/2010 H                  110104010104000              300.00
   5005  260115305         58 20/05/2010 D 210399090000000                               300.00
   5008  260115405         57 20/05/2010 H                  110103010601000             7784.00
   5012  260115405         58 20/05/2010 D 210101020000000                                60.00
   5007  260115405         58 20/05/2010 D 210103010100000                              6107.00
   5009  260115405         58 20/05/2010 D 210103010100000                               429.00
   5011  260115405         58 20/05/2010 D 210103010200000                                65.00
   5010  260115405         58 20/05/2010 D 210103020000000                              1123.00
   5014  260115505         57 20/05/2010 H                  110104010104000               45.00
   5013  260115505         58 20/05/2010 D 210301010100000                                45.00
   5016  260115605         57 20/05/2010 H                  110104010104000              736.12
   5015  260115605         58 20/05/2010 D 210301010100000                               736.12
   5018  260115705         57 20/05/2010 H                  110104010104000               70.48
   5017  260115705         58 20/05/2010 D 210301010100000                                70.48
   5020  260115805         57 20/05/2010 H                  110104010106000               37.99
   5019  260115805         58 20/05/2010 D 210301010100000                                37.99
   5022  260115905         57 20/05/2010 H                  110104010103000               64.90
   5021  260115905         58 20/05/2010 D 210301010100000                                64.90
   5024  260116005         57 20/05/2010 H                  110104010102000               70.13
   5023  260116005         58 20/05/2010 D 210301010100000                                70.13
   5026  260116105         57 20/05/2010 H                  110104010104000              300.00
   5025  260116105         58 20/05/2010 D 210399090000000                               300.00
   5028  260116205         57 20/05/2010 H                  110104010102000              230.00
   5027  260116205         58 20/05/2010 D 210301010100000                               230.00
   5030  260116305         57 20/05/2010 H                  110104010104000              180.00
   5029  260116305         58 20/05/2010 D 210399090000000                               180.00
   5032  260116405         57 20/05/2010 H                  110104010104000             1200.00
   5031  260116405         58 20/05/2010 D 210302000000000                              1200.00
   5034  260116505         57 20/05/2010 H                  110104010104000              240.00
   5033  260116505         58 20/05/2010 D 210301010100000                               240.00
   5036  260116605         57 20/05/2010 H                  110104010104000             1200.00
   5035  260116605         58 20/05/2010 D 210301010100000                              1200.00
   5038  260116705         57 20/05/2010 H                  110104010104000             1706.60
   5037  260116705         58 20/05/2010 D 210301010100000                              1657.60
   5039  260116705         58 20/05/2010 D 210399090000000                                49.00
   5041  260116805         57 20/05/2010 H                  110104010104000            12555.00
   5040  260116805         58 20/05/2010 D 210302000000000                             12555.00
   5045  260116905         57 20/05/2010 H                  110104010104000              595.00
   5044  260116905         58 20/05/2010 D 210399180000000                               595.00
   5047  260117005         57 20/05/2010 H                  110104010106000              852.60
   5046  260117005         58 20/05/2010 D 210301010100000                               852.60
   5049  260117105         57 20/05/2010 H                  110104010104000              300.00
   5048  260117105         58 20/05/2010 D 210399090000000                               300.00
   5051  260117205         57 20/05/2010 H                  110104010104000              520.00
   5050  260117205         58 20/05/2010 D 210299000000000                               520.00
   5053  260117305         57 20/05/2010 H                  110104010104000              400.00
   5052  260117305         58 20/05/2010 D 210299000000000                               400.00
   5055  260117405         57 20/05/2010 H                  110104010104000              400.00
   5054  260117405         58 20/05/2010 D 210299000000000                               400.00
   5057  260117505         57 20/05/2010 H                  110104010104000              400.00
   5056  260117505         58 20/05/2010 D 210299000000000                               400.00
   5059  260117605         57 20/05/2010 H                  110104010103000              400.00
   5058  260117605         58 20/05/2010 D 210299000000000                               400.00
   5061  260117705         57 20/05/2010 H                  110104010104000             1020.00
   5062  260117705         58 20/05/2010 D 120505010000000                               720.00
   5060  260117705         58 20/05/2010 D 210301010100000                               300.00
   5064  260117805         57 20/05/2010 H                  110104010104000              731.00
   5063  260117805         58 20/05/2010 D 120505010000000                               731.00
  10366  490163205         58 20/05/2010 D 110104010105000                               140.00
  10377  490164305         58 20/05/2010 D 110104010104000                            145000.00
  10378  490164405         58 20/05/2010 D 110104010102000                               651.00
  10379  490164505         58 20/05/2010 D 110104010105000                               349.00
  10380  490164605         58 20/05/2010 D 110104010102000                               459.00
  10381  490164705         58 20/05/2010 D 110104010105000                               218.00
  10382  490164805         58 20/05/2010 D 110104010103000                               868.00
  10383  490164905         58 20/05/2010 D 110104010101000                                20.00
  10384  490165005         58 20/05/2010 D 110104010102000                               361.00
  10385  490165105         58 20/05/2010 D 110104010105000                                23.00
  10386  490165205         58 20/05/2010 D 110104010102000                               168.00
  10387  490165305         58 20/05/2010 D 110104010105000                                50.00
  10388  490165405         58 20/05/2010 D 110104010106000                               471.00
  10389  490165505         58 20/05/2010 D 110104010101000                              1111.00
  10390  490165605         58 20/05/2010 D 110104010102000                               559.00
  10391  490165705         58 20/05/2010 D 110104010105000                               181.00
  10392  490165805         58 20/05/2010 D 110104010102000                               787.00
  10393  490165905         58 20/05/2010 D 110104010105000                               165.00
  10394  490166005         58 20/05/2010 D 110104010103000                               569.00
  10395  490166105         58 20/05/2010 D 110104010101000                                36.00
    352  250193105         57 21/05/2010 H                  120103020500000              209.00
    353  250193205         57 21/05/2010 H                  120103020500000              109.00
   5066  260117905         57 21/05/2010 H                  110104010104000             2474.25
   5065  260117905         58 21/05/2010 D 120101010000000                              2474.25
  10396  490166205         58 21/05/2010 D 110103010601000                              2474.25
  10397  490166205         58 21/05/2010 H                  120101010000000             2474.25
  10405  490167005         58 21/05/2010 D 110103010601000                             54736.00
  10424  490168905         58 21/05/2010 D 110104010104000                             22046.68
    354  250193305         57 22/05/2010 H                  120103030100000              265.50
    355  250193305         57 22/05/2010 H                  210399010100000              267.50
    356  250193405         57 22/05/2010 H                  120198010000000              276.50
    357  250193505         57 22/05/2010 H                  120103021400000              170.00
    359  250193505         57 22/05/2010 H                  120103021500000               40.00
    358  250193505         57 22/05/2010 H                  250199000000000              320.00
    360  250193605         57 22/05/2010 H                  120103030200000              110.00
    361  250193605         57 22/05/2010 H                  210399010200000              105.00
    362  250193705         57 22/05/2010 H                  120103030200000              127.00
    363  250193805         57 23/05/2010 H                  120103020500000             1010.00
    364  250193905         57 24/05/2010 H                  120103021200000               20.00
    365  250194005         57 24/05/2010 H                  120103020200000                5.00
    366  250194105         57 24/05/2010 H                  120103020400000              203.00
    367  250194205         57 24/05/2010 H                  440101030100000            54736.00
    368  250194305         57 24/05/2010 H                  120103030200000               74.50
    369  250194305         57 24/05/2010 H                  210399010200000               68.50
    370  250194405         57 24/05/2010 H                  120103030200000               16.00
    371  250194505         57 24/05/2010 H                  120103030100000              376.50
    372  250194505         57 24/05/2010 H                  210399010100000              418.50
    373  250194605         57 24/05/2010 H                  120103030100000              157.00
    374  250194705         57 24/05/2010 H                  120103021400000               65.00
    375  250194705         57 24/05/2010 H                  250199000000000               65.00
    376  250194805         57 24/05/2010 H                  120198010000000              134.50
    377  250194905         57 24/05/2010 H                  120103030100000              360.00
    378  250194905         57 24/05/2010 H                  210399010100000              426.50
    379  250195005         57 24/05/2010 H                  120103030100000              201.00
    380  250195105         57 24/05/2010 H                  120103030200000              180.50
    381  250195105         57 24/05/2010 H                  210399010200000              198.50
    382  250195205         57 24/05/2010 H                  120103030200000              120.00
    383  250195305         57 24/05/2010 H                  120103021400000              201.50
    385  250195305         57 24/05/2010 H                  120103021500000              152.00
    384  250195305         57 24/05/2010 H                  250199000000000              451.50
    386  250195405         57 24/05/2010 H                  120103020400000               15.00
    387  250195505         57 24/05/2010 H                  120103020400000              101.00
    388  250195605         57 24/05/2010 H                  120103020500000              450.00
   5067  260118005         57 24/05/2010 H                  110104010101000             1313.00
   5069  260118105         57 24/05/2010 H                  110104010104000              250.00
   5068  260118105         58 24/05/2010 D 210399090000000                               250.00
   5071  260118205         57 24/05/2010 H                  110104010104000              150.02
   5070  260118205         58 24/05/2010 D 210399090000000                               150.02
   5073  260118305         57 24/05/2010 H                  110104010101000              282.80
   5072  260118305         58 24/05/2010 D 210399990000000                               282.80
   5075  260118405         57 24/05/2010 H                  110104010101000              303.00
   5074  260118405         58 24/05/2010 D 210399990000000                               303.00
  10398  490166305         58 24/05/2010 D 110104010101000                               318.00
  10399  490166405         58 24/05/2010 D 110104010102000                               533.00
  10400  490166505         58 24/05/2010 D 110104010106000                               276.50
  10401  490166605         58 24/05/2010 D 110104010103000                               530.00
  10402  490166705         58 24/05/2010 D 110104010102000                               215.00
  10403  490166805         58 24/05/2010 D 110104010105000                               127.00
  10404  490166905         58 24/05/2010 D 110104010101000                              1238.00
  10406  490167105         58 24/05/2010 D 110104010102000                               143.00
  10407  490167205         58 24/05/2010 D 110104010105000                                16.00
  10408  490167305         58 24/05/2010 D 110104010102000                               795.00
  10409  490167405         58 24/05/2010 D 110104010105000                               157.00
  10410  490167505         58 24/05/2010 D 110104010103000                               130.00
  10411  490167605         58 24/05/2010 D 110104010106000                               134.50
  10423  490168805         58 24/05/2010 D 110104020200000                              3001.60
    389  250195705         57 25/05/2010 H                  120103020200000                5.00
    390  250195805         57 25/05/2010 H                  120104020600000               50.00
    391  250195905         57 25/05/2010 H                  120103030200000              153.80
    392  250195905         57 25/05/2010 H                  210399010200000              195.20
    393  250196005         57 25/05/2010 H                  120103030100000              458.00
    394  250196005         57 25/05/2010 H                  210399010100000              407.50
    395  250196105         57 25/05/2010 H                  120103030100000               20.00
    396  250196205         57 25/05/2010 H                  120198010000000              316.50
    397  250196305         57 25/05/2010 H                  120104020100000             3411.60
    398  250196405         57 25/05/2010 H                  120198020000000            21808.18
    399  250196505         57 25/05/2010 H                  120198020000000              238.50
    400  250196605         57 25/05/2010 H                  120103020500000             1010.00
    401  250196705         57 25/05/2010 H                  120103020500000             1010.00
    402  250196805         57 25/05/2010 H                  120103020200000                5.00
    403  250196905         57 25/05/2010 H                  120103020500000              700.00
    404  250197005         57 25/05/2010 H                  120103030100000              274.50
    405  250197005         57 25/05/2010 H                  210399010100000              282.00
    406  250197105         57 25/05/2010 H                  120103030100000               94.50
    407  250197205         57 25/05/2010 H                  120103021400000              135.00
    409  250197205         57 25/05/2010 H                  120103021500000              260.00
    408  250197205         57 25/05/2010 H                  250199000000000              494.00
    410  250197305         57 25/05/2010 H                  120103030200000              127.00
    411  250197305         57 25/05/2010 H                  210399010200000              150.00
    412  250197405         57 25/05/2010 H                  120103030200000              120.00
    413  250197505         57 25/05/2010 H                  120103020400000               88.00
    414  250197605         57 25/05/2010 H                  120103020400000               20.00
   5077  260118505         57 25/05/2010 H                  110103010601000              240.70
   5076  260118505         58 25/05/2010 D 120505020000000                               228.50
   5078  260118505         58 25/05/2010 D 210301010100000                                12.20
   5080  260118605         57 25/05/2010 H                  110103010601000              615.00
   5079  260118605         58 25/05/2010 D 120505010000000                               615.00
   5082  260118705         57 25/05/2010 H                  110103010601000            10472.39
   5081  260118705         58 25/05/2010 D 210202000000000                             10472.39
   5090  260118805         57 25/05/2010 H                  110103010601000            24052.38
   5089  260118805         58 25/05/2010 D 210201000000000                             24052.38
   5111  260118905         57 25/05/2010 H                  110103010601000             2178.14
   5110  260118905         58 25/05/2010 D 210201000000000                              2178.14
   5120  260119005         57 25/05/2010 H                  110104010104000              180.00
   5119  260119005         58 25/05/2010 D 210399090000000                               180.00
   5122  260119105         57 25/05/2010 H                  110104010104000              105.30
   5121  260119105         58 25/05/2010 D 210301010100000                               105.30
   5124  260119205         57 25/05/2010 H                  110104010104000              180.00
   5123  260119205         58 25/05/2010 D 210399090000000                               180.00
   5126  260119305         57 25/05/2010 H                  110104010107000              180.00
   5125  260119305         58 25/05/2010 D 210399990000000                               180.00
   5128  260119405         57 25/05/2010 H                  110104010102000             3715.50
   5127  260119405         58 25/05/2010 D 210399010100000                              3715.50
   5130  260119505         57 25/05/2010 H                  110104010101000              280.00
   5129  260119505         58 25/05/2010 D 210301010100000                               280.00
  10412  490167705         58 25/05/2010 D 110104010102000                               786.50
  10413  490167805         58 25/05/2010 D 110104010105000                               201.00
  10414  490167905         58 25/05/2010 D 110104010102000                               379.00
  10415  490168005         58 25/05/2010 D 110104010105000                               120.00
  10416  490168105         58 25/05/2010 D 110104010103000                               805.00
  10417  490168205         58 25/05/2010 D 110104010101000                               621.00
  10418  490168305         58 25/05/2010 D 110104010102000                               349.00
  10419  490168405         58 25/05/2010 D 110104010102000                               865.50
  10420  490168505         58 25/05/2010 D 110104010105000                                20.00
  10421  490168605         58 25/05/2010 D 110104010106000                               316.50
  10422  490168705         58 25/05/2010 D 110103010201000                               410.00
    415  250197705         57 26/05/2010 H                  120103030100000              281.00
    416  250197705         57 26/05/2010 H                  210399010100000              338.00
    417  250197805         57 26/05/2010 H                  120103030200000              109.00
    418  250197805         57 26/05/2010 H                  210399010200000              120.00
    419  250197905         57 26/05/2010 H                  120103030200000               18.00
    420  250198005         57 26/05/2010 H                  120198010000000              282.50
    421  250198105         57 26/05/2010 H                  120103020200000                5.00
    422  250198205         57 26/05/2010 H                  120103021200000               15.00
    423  250198305         57 26/05/2010 H                  120103021200000               60.00
    424  250198405         57 26/05/2010 H                  120103030100000              392.00
    425  250198405         57 26/05/2010 H                  210399010100000              415.00
    426  250198505         57 26/05/2010 H                  120103030100000               71.50
    427  250198605         57 26/05/2010 H                  120103030200000              101.00
    428  250198605         57 26/05/2010 H                  210399010200000              110.00
    429  250198705         57 26/05/2010 H                  120103030200000              222.00
    430  250198805         57 26/05/2010 H                  120103021400000              191.50
    432  250198805         57 26/05/2010 H                  120103021500000               40.00
    431  250198805         57 26/05/2010 H                  250199000000000              421.50
    433  250198905         57 26/05/2010 H                  120103020400000               18.00
    434  250199005         57 26/05/2010 H                  120103020400000               80.00
   5132  260119605         57 26/05/2010 H                  110104010104000              520.00
   5131  260119605         58 26/05/2010 D 210299000000000                               520.00
   5134  260119705         57 26/05/2010 H                  110104010104000              400.00
   5133  260119705         58 26/05/2010 D 210299000000000                               400.00
   5136  260119805         57 26/05/2010 H                  110104010104000              400.00
   5135  260119805         58 26/05/2010 D 210299000000000                               400.00
   5138  260119905         57 26/05/2010 H                  110104010102000              400.00
   5137  260119905         58 26/05/2010 D 210299000000000                               400.00
   5140  260120005         57 26/05/2010 H                  110104010104000             1200.00
   5139  260120005         58 26/05/2010 D 210302000000000                              1200.00
   5142  260120105         57 26/05/2010 H                  110104010101000               50.01
   5141  260120105         58 26/05/2010 D 210301010100000                                50.01
   5144  260120205         57 26/05/2010 H                  110104010102000              240.63
   5143  260120205         58 26/05/2010 D 210301010100000                               240.63
   5146  260120305         57 26/05/2010 H                  110104010101000               45.79
   5145  260120305         58 26/05/2010 D 210301010100000                                45.79
   5148  260120405         57 26/05/2010 H                  110104010101000              124.75
   5147  260120405         58 26/05/2010 D 210301010100000                               124.75
   5150  260120505         57 26/05/2010 H                  110104010103000               62.63
   5149  260120505         58 26/05/2010 D 210301010100000                                62.63
   5152  260120605         57 26/05/2010 H                  110104010104000              919.61
   5151  260120605         58 26/05/2010 D 210301010100000                               919.61
   5154  260120705         57 26/05/2010 H                  110104010101000             1500.00
   5153  260120705         58 26/05/2010 D 210301010100000                              1500.00
   5156  260120805         57 26/05/2010 H                  110104010104000             1000.00
   5155  260120805         58 26/05/2010 D 210399090000000                              1000.00
   5158  260120905         57 26/05/2010 H                  110104010102000              750.00
   5157  260120905         58 26/05/2010 D 130901000000000                               750.00
   5160  260121005         57 26/05/2010 H                  110103010601000              230.63
   5159  260121005         58 26/05/2010 D 210399100000000                               230.63
   5162  260121105         57 26/05/2010 H                  110103010601000              104.10
   5161  260121105         58 26/05/2010 D 210399080000000                               104.10
  10425  490169005         58 26/05/2010 D 110104010101000                              2725.00
